"P.trt","P.lim","P.cID","P.daynumber","P.tm.pt","P.iso","P.iso.id","B.trt","B.lim","B.cID","B.daynumber","B.tm.pt","B.iso","B.iso.id","infectivity"
"T","N","N5","9","3","2","3N52","T","N","N2","9","3","5","3N25",0
"T","N","N2","23","5","2","5N22","T","N","N2","9","3","5","3N25",0
"T","N","N2","23","5","2","5N22","T","N","N2","9","3","5","3N25",1
"T","N","N2","23","5","3","5N23","T","N","N2","9","3","5","3N25",0
"T","N","N3","23","5","1","5N31","T","N","N2","9","3","5","3N25",0
"T","N","N3","23","5","2","5N32","T","N","N2","9","3","5","3N25",0
"T","N","N3","23","5","3","5N33","T","N","N2","9","3","5","3N25",1
"T","N","N5","23","5","1","5N51","T","N","N2","9","3","5","3N25",0
"T","N","N5","23","5","2","5N52","T","N","N2","9","3","5","3N25",0
"T","N","N5","23","5","3","5N53","T","N","N2","9","3","5","3N25",1
"T","N","N2","72","12","1","12N21","T","N","N2","9","3","5","3N25",0
"T","N","N2","72","12","2","12N22","T","N","N2","9","3","5","3N25",0
"T","N","N2","72","12","3","12N23","T","N","N2","9","3","5","3N25",0
"T","N","N2","72","12","4","12N24","T","N","N2","9","3","5","3N25",0
"T","N","N2","72","12","5","12N25","T","N","N2","9","3","5","3N25",0
"T","N","N3","72","12","1","12N31","T","N","N2","9","3","5","3N25",0
"T","N","N3","72","12","4","12N34","T","N","N2","9","3","5","3N25",0
"T","N","N5","72","12","1","12N51","T","N","N2","9","3","5","3N25",1
"T","N","N5","72","12","2","12N52","T","N","N2","9","3","5","3N25",0
"T","N","N5","72","12","3","12N53","T","N","N2","9","3","5","3N25",0
"T","N","N5","72","12","4","12N54","T","N","N2","9","3","5","3N25",1
"T","N","N5","72","12","5","12N55","T","N","N2","9","3","5","3N25",0
"T","N","N2","129","19","1","19N21","T","N","N2","9","3","5","3N25",0
"T","N","N2","129","19","3","19N23","T","N","N2","9","3","5","3N25",0
"T","N","N3","129","19","1","19N31","T","N","N2","9","3","5","3N25",1
"T","N","N3","129","19","2","19N32","T","N","N2","9","3","5","3N25",1
"T","N","N3","129","19","3","19N33","T","N","N2","9","3","5","3N25",1
"T","N","N3","129","19","4","19N34","T","N","N2","9","3","5","3N25",0
"T","N","N5","129","19","1","19N51","T","N","N2","9","3","5","3N25",0
"T","N","N5","129","19","2","19N52","T","N","N2","9","3","5","3N25",1
"T","N","N5","129","19","3","19N53","T","N","N2","9","3","5","3N25",1
"T","N","N5","129","19","4","19N54","T","N","N2","9","3","5","3N25",1
"T","N","N2","166","21","1","21N21","T","N","N2","9","3","5","3N25",0
"T","N","N2","166","21","2","21N22","T","N","N2","9","3","5","3N25",0
"T","N","N2","166","21","3","21N23","T","N","N2","9","3","5","3N25",0
"T","N","N2","166","21","4","21N24","T","N","N2","9","3","5","3N25",0
"T","N","N3","166","21","1","21N31","T","N","N2","9","3","5","3N25",1
"T","N","N3","166","21","2","21N32","T","N","N2","9","3","5","3N25",0
"T","N","N3","166","21","3","21N33","T","N","N2","9","3","5","3N25",0
"T","N","N3","166","21","4","21N34","T","N","N2","9","3","5","3N25",0
"T","P","P2","9","3","1","3P21","T","N","N2","9","3","5","3N25",0
"T","P","P2","9","3","2","3P22","T","N","N2","9","3","5","3N25",0
"T","P","P4","9","3","1","3P41","T","N","N2","9","3","5","3N25",1
"T","P","P4","9","3","2","3P42","T","N","N2","9","3","5","3N25",1
"T","P","P5","9","3","1","3P51","T","N","N2","9","3","5","3N25",1
"T","P","P2","23","5","1","5P21","T","N","N2","9","3","5","3N25",1
"T","P","P2","23","5","2","5P22","T","N","N2","9","3","5","3N25",0
"T","P","P2","23","5","3","5P23","T","N","N2","9","3","5","3N25",1
"T","P","P4","23","5","1","5P41","T","N","N2","9","3","5","3N25",1
"T","P","P4","23","5","2","5P42","T","N","N2","9","3","5","3N25",1
"T","P","P4","23","5","3","5P43","T","N","N2","9","3","5","3N25",0
"T","P","P5","23","5","1","5P51","T","N","N2","9","3","5","3N25",0
"T","P","P5","23","5","2","5P52","T","N","N2","9","3","5","3N25",0
"T","P","P5","23","5","3","5P53","T","N","N2","9","3","5","3N25",1
"T","P","P2","72","12","1","12P21","T","N","N2","9","3","5","3N25",1
"T","P","P2","72","12","2","12P22","T","N","N2","9","3","5","3N25",0
"T","P","P2","72","12","3","12P23","T","N","N2","9","3","5","3N25",0
"T","P","P2","72","12","4","12P24","T","N","N2","9","3","5","3N25",0
"T","P","P2","72","12","5","12P25","T","N","N2","9","3","5","3N25",0
"T","P","P4","72","12","1","12P41","T","N","N2","9","3","5","3N25",0
"T","P","P4","72","12","2","12P42","T","N","N2","9","3","5","3N25",0
"T","P","P4","72","12","3","12P43","T","N","N2","9","3","5","3N25",0
"T","P","P4","72","12","4","12P44","T","N","N2","9","3","5","3N25",0
"T","P","P4","72","12","5","12P45","T","N","N2","9","3","5","3N25",0
"T","P","P5","72","12","1","12P51","T","N","N2","9","3","5","3N25",0
"T","P","P5","72","12","4","12P54","T","N","N2","9","3","5","3N25",0
"T","P","P5","72","12","5","12P55","T","N","N2","9","3","5","3N25",0
"T","P","P2","129","19","1","19P21","T","N","N2","9","3","5","3N25",1
"T","P","P2","129","19","3","19P23","T","N","N2","9","3","5","3N25",1
"T","P","P2","129","19","4","19P24","T","N","N2","9","3","5","3N25",1
"T","P","P4","129","19","1","19P41","T","N","N2","9","3","5","3N25",1
"T","P","P4","129","19","2","19P42","T","N","N2","9","3","5","3N25",1
"T","P","P4","129","19","3","19P43","T","N","N2","9","3","5","3N25",0
"T","P","P4","129","19","4","19P44","T","N","N2","9","3","5","3N25",0
"T","P","P5","129","19","1","19P51","T","N","N2","9","3","5","3N25",0
"T","P","P5","129","19","2","19P52","T","N","N2","9","3","5","3N25",0
"T","P","P5","129","19","3","19P53","T","N","N2","9","3","5","3N25",0
"T","P","P5","129","19","4","19P54","T","N","N2","9","3","5","3N25",0
"T","P","P2","166","21","1","21P21","T","N","N2","9","3","5","3N25",0
"T","P","P2","166","21","2","21P22","T","N","N2","9","3","5","3N25",0
"T","P","P2","166","21","3","21P23","T","N","N2","9","3","5","3N25",0
"T","P","P2","166","21","4","21P24","T","N","N2","9","3","5","3N25",0
"T","P","P4","166","21","1","21P41","T","N","N2","9","3","5","3N25",0
"T","P","P4","166","21","2","21P42","T","N","N2","9","3","5","3N25",0
"T","P","P4","166","21","3","21P43","T","N","N2","9","3","5","3N25",0
"T","P","P4","166","21","4","21P44","T","N","N2","9","3","5","3N25",0
"T","P","P5","166","21","1","21P51","T","N","N2","9","3","5","3N25",1
"T","P","P5","166","21","2","21P52","T","N","N2","9","3","5","3N25",1
"T","P","P5","166","21","3","21P53","T","N","N2","9","3","5","3N25",1
"T","P","P5","166","21","4","21P54","T","N","N2","9","3","5","3N25",1
"T",NA,"RIM8-1","0",NA,"1","NARIM8-11","T","N","N2","9","3","1","3N21",0
"T","N","N2","9","3","1","3N21","T","N","N2","9","3","1","3N21",0
"T","N","N2","9","3","2","3N22","T","N","N2","9","3","1","3N21",0
"T","N","N3","9","3","1","3N31","T","N","N2","9","3","1","3N21",0
"T","N","N3","9","3","2","3N32","T","N","N2","9","3","1","3N21",0
"T","N","N5","9","3","1","3N51","T","N","N2","9","3","1","3N21",0
"T","N","N5","9","3","2","3N52","T","N","N2","9","3","1","3N21",0
"T","N","N2","23","5","2","5N22","T","N","N2","9","3","1","3N21",0
"T","N","N2","23","5","2","5N22","T","N","N2","9","3","1","3N21",1
"T","N","N2","23","5","3","5N23","T","N","N2","9","3","1","3N21",0
"T","N","N3","23","5","1","5N31","T","N","N2","9","3","1","3N21",0
"T","N","N3","23","5","2","5N32","T","N","N2","9","3","1","3N21",0
"T","N","N3","23","5","3","5N33","T","N","N2","9","3","1","3N21",1
"T","N","N5","23","5","1","5N51","T","N","N2","9","3","1","3N21",0
"T","N","N5","23","5","2","5N52","T","N","N2","9","3","1","3N21",0
"T","N","N5","23","5","3","5N53","T","N","N2","9","3","1","3N21",1
"T","N","N2","72","12","1","12N21","T","N","N2","9","3","1","3N21",0
"T","N","N2","72","12","2","12N22","T","N","N2","9","3","1","3N21",0
"T","N","N2","72","12","3","12N23","T","N","N2","9","3","1","3N21",0
"T","N","N2","72","12","4","12N24","T","N","N2","9","3","1","3N21",0
"T","N","N2","72","12","5","12N25","T","N","N2","9","3","1","3N21",1
"T","N","N3","72","12","1","12N31","T","N","N2","9","3","1","3N21",1
"T","N","N3","72","12","4","12N34","T","N","N2","9","3","1","3N21",0
"T","N","N5","72","12","1","12N51","T","N","N2","9","3","1","3N21",1
"T","N","N5","72","12","2","12N52","T","N","N2","9","3","1","3N21",0
"T","N","N5","72","12","3","12N53","T","N","N2","9","3","1","3N21",0
"T","N","N5","72","12","4","12N54","T","N","N2","9","3","1","3N21",1
"T","N","N5","72","12","5","12N55","T","N","N2","9","3","1","3N21",0
"T","N","N2","129","19","1","19N21","T","N","N2","9","3","1","3N21",1
"T","N","N2","129","19","3","19N23","T","N","N2","9","3","1","3N21",0
"T","N","N3","129","19","1","19N31","T","N","N2","9","3","1","3N21",1
"T","N","N3","129","19","2","19N32","T","N","N2","9","3","1","3N21",1
"T","N","N3","129","19","3","19N33","T","N","N2","9","3","1","3N21",1
"T","N","N3","129","19","4","19N34","T","N","N2","9","3","1","3N21",0
"T","N","N5","129","19","1","19N51","T","N","N2","9","3","1","3N21",0
"T","N","N5","129","19","2","19N52","T","N","N2","9","3","1","3N21",1
"T","N","N5","129","19","3","19N53","T","N","N2","9","3","1","3N21",1
"T","N","N5","129","19","4","19N54","T","N","N2","9","3","1","3N21",1
"T","N","N2","166","21","1","21N21","T","N","N2","9","3","1","3N21",0
"T","N","N2","166","21","2","21N22","T","N","N2","9","3","1","3N21",0
"T","N","N2","166","21","3","21N23","T","N","N2","9","3","1","3N21",0
"T","N","N2","166","21","4","21N24","T","N","N2","9","3","1","3N21",0
"T","N","N3","166","21","1","21N31","T","N","N2","9","3","1","3N21",1
"T","N","N3","166","21","2","21N32","T","N","N2","9","3","1","3N21",0
"T","N","N3","166","21","3","21N33","T","N","N2","9","3","1","3N21",1
"T","N","N3","166","21","4","21N34","T","N","N2","9","3","1","3N21",0
"T","P","P2","9","3","1","3P21","T","N","N2","9","3","1","3N21",0
"T","P","P2","9","3","2","3P22","T","N","N2","9","3","1","3N21",0
"T","P","P4","9","3","1","3P41","T","N","N2","9","3","1","3N21",1
"T","P","P4","9","3","2","3P42","T","N","N2","9","3","1","3N21",1
"T","P","P5","9","3","1","3P51","T","N","N2","9","3","1","3N21",1
"T","P","P2","23","5","1","5P21","T","N","N2","9","3","1","3N21",1
"T","P","P2","23","5","2","5P22","T","N","N2","9","3","1","3N21",1
"T","P","P2","23","5","3","5P23","T","N","N2","9","3","1","3N21",1
"T","P","P4","23","5","1","5P41","T","N","N2","9","3","1","3N21",1
"T","P","P4","23","5","2","5P42","T","N","N2","9","3","1","3N21",1
"T","P","P4","23","5","3","5P43","T","N","N2","9","3","1","3N21",1
"T","P","P5","23","5","1","5P51","T","N","N2","9","3","1","3N21",0
"T","P","P5","23","5","2","5P52","T","N","N2","9","3","1","3N21",0
"T","P","P5","23","5","3","5P53","T","N","N2","9","3","1","3N21",1
"T","P","P2","72","12","1","12P21","T","N","N2","9","3","1","3N21",1
"T","P","P2","72","12","2","12P22","T","N","N2","9","3","1","3N21",0
"T","P","P2","72","12","3","12P23","T","N","N2","9","3","1","3N21",0
"T","P","P2","72","12","4","12P24","T","N","N2","9","3","1","3N21",0
"T","P","P2","72","12","5","12P25","T","N","N2","9","3","1","3N21",0
"T","P","P4","72","12","1","12P41","T","N","N2","9","3","1","3N21",0
"T","P","P4","72","12","2","12P42","T","N","N2","9","3","1","3N21",0
"T","P","P4","72","12","3","12P43","T","N","N2","9","3","1","3N21",0
"T","P","P4","72","12","4","12P44","T","N","N2","9","3","1","3N21",0
"T","P","P4","72","12","5","12P45","T","N","N2","9","3","1","3N21",0
"T","P","P5","72","12","1","12P51","T","N","N2","9","3","1","3N21",0
"T","P","P5","72","12","4","12P54","T","N","N2","9","3","1","3N21",0
"T","P","P5","72","12","5","12P55","T","N","N2","9","3","1","3N21",1
"T","P","P2","129","19","1","19P21","T","N","N2","9","3","1","3N21",1
"T","P","P2","129","19","3","19P23","T","N","N2","9","3","1","3N21",1
"T","P","P2","129","19","4","19P24","T","N","N2","9","3","1","3N21",1
"T","P","P4","129","19","1","19P41","T","N","N2","9","3","1","3N21",1
"T","P","P4","129","19","2","19P42","T","N","N2","9","3","1","3N21",1
"T","P","P4","129","19","3","19P43","T","N","N2","9","3","1","3N21",1
"T","P","P4","129","19","4","19P44","T","N","N2","9","3","1","3N21",0
"T","P","P5","129","19","1","19P51","T","N","N2","9","3","1","3N21",1
"T","P","P5","129","19","2","19P52","T","N","N2","9","3","1","3N21",0
"T","P","P5","129","19","3","19P53","T","N","N2","9","3","1","3N21",1
"T","P","P5","129","19","4","19P54","T","N","N2","9","3","1","3N21",0
"T","P","P2","166","21","1","21P21","T","N","N2","9","3","1","3N21",1
"T","P","P2","166","21","2","21P22","T","N","N2","9","3","1","3N21",0
"T","P","P2","166","21","3","21P23","T","N","N2","9","3","1","3N21",0
"T","P","P2","166","21","4","21P24","T","N","N2","9","3","1","3N21",0
"T","P","P4","166","21","1","21P41","T","N","N2","9","3","1","3N21",1
"T","P","P4","166","21","2","21P42","T","N","N2","9","3","1","3N21",0
"T","P","P4","166","21","3","21P43","T","N","N2","9","3","1","3N21",1
"T","P","P4","166","21","4","21P44","T","N","N2","9","3","1","3N21",0
"T","P","P5","166","21","1","21P51","T","N","N2","9","3","1","3N21",1
"T","P","P5","166","21","2","21P52","T","N","N2","9","3","1","3N21",1
"T","P","P5","166","21","3","21P53","T","N","N2","9","3","1","3N21",1
"T","P","P5","166","21","4","21P54","T","N","N2","9","3","1","3N21",1
"T",NA,"RIM8-1","0",NA,"1","NARIM8-11","T","N","N3","9","3","1","3N31",0
"T","N","N2","9","3","1","3N21","T","N","N3","9","3","1","3N31",0
"T","N","N2","9","3","2","3N22","T","N","N3","9","3","1","3N31",0
"T","N","N3","9","3","1","3N31","T","N","N3","9","3","1","3N31",0
"T","N","N3","9","3","2","3N32","T","N","N3","9","3","1","3N31",0
"T","N","N5","9","3","1","3N51","T","N","N3","9","3","1","3N31",0
"T","N","N5","9","3","2","3N52","T","N","N3","9","3","1","3N31",0
"T","N","N2","23","5","2","5N22","T","N","N3","9","3","1","3N31",0
"T","N","N2","23","5","2","5N22","T","N","N3","9","3","1","3N31",1
"T","N","N2","23","5","3","5N23","T","N","N3","9","3","1","3N31",0
"T","N","N3","23","5","1","5N31","T","N","N3","9","3","1","3N31",0
"T","N","N3","23","5","2","5N32","T","N","N3","9","3","1","3N31",0
"T","N","N3","23","5","3","5N33","T","N","N3","9","3","1","3N31",1
"T","N","N5","23","5","1","5N51","T","N","N3","9","3","1","3N31",0
"T","N","N5","23","5","2","5N52","T","N","N3","9","3","1","3N31",0
"T","N","N5","23","5","3","5N53","T","N","N3","9","3","1","3N31",1
"T","N","N2","72","12","1","12N21","T","N","N3","9","3","1","3N31",0
"T","N","N2","72","12","2","12N22","T","N","N3","9","3","1","3N31",0
"T","N","N2","72","12","3","12N23","T","N","N3","9","3","1","3N31",0
"T","N","N2","72","12","4","12N24","T","N","N3","9","3","1","3N31",0
"T","N","N2","72","12","5","12N25","T","N","N3","9","3","1","3N31",0
"T","N","N3","72","12","1","12N31","T","N","N3","9","3","1","3N31",0
"T","N","N3","72","12","4","12N34","T","N","N3","9","3","1","3N31",0
"T","N","N5","72","12","1","12N51","T","N","N3","9","3","1","3N31",1
"T","N","N5","72","12","2","12N52","T","N","N3","9","3","1","3N31",0
"T","N","N5","72","12","3","12N53","T","N","N3","9","3","1","3N31",0
"T","N","N5","72","12","4","12N54","T","N","N3","9","3","1","3N31",1
"T","N","N5","72","12","5","12N55","T","N","N3","9","3","1","3N31",0
"T","N","N2","129","19","1","19N21","T","N","N3","9","3","1","3N31",0
"T","N","N2","129","19","3","19N23","T","N","N3","9","3","1","3N31",0
"T","N","N3","129","19","1","19N31","T","N","N3","9","3","1","3N31",1
"T","N","N3","129","19","2","19N32","T","N","N3","9","3","1","3N31",0
"T","N","N3","129","19","3","19N33","T","N","N3","9","3","1","3N31",1
"T","N","N3","129","19","4","19N34","T","N","N3","9","3","1","3N31",0
"T","N","N5","129","19","1","19N51","T","N","N3","9","3","1","3N31",0
"T","N","N5","129","19","2","19N52","T","N","N3","9","3","1","3N31",1
"T","N","N5","129","19","3","19N53","T","N","N3","9","3","1","3N31",1
"T","N","N5","129","19","4","19N54","T","N","N3","9","3","1","3N31",1
"T","N","N2","166","21","1","21N21","T","N","N3","9","3","1","3N31",0
"T","N","N2","166","21","2","21N22","T","N","N3","9","3","1","3N31",0
"T","N","N2","166","21","3","21N23","T","N","N3","9","3","1","3N31",0
"T","N","N2","166","21","4","21N24","T","N","N3","9","3","1","3N31",0
"T","N","N3","166","21","1","21N31","T","N","N3","9","3","1","3N31",1
"T","N","N3","166","21","2","21N32","T","N","N3","9","3","1","3N31",0
"T","N","N3","166","21","3","21N33","T","N","N3","9","3","1","3N31",0
"T","N","N3","166","21","4","21N34","T","N","N3","9","3","1","3N31",0
"T","P","P2","9","3","1","3P21","T","N","N3","9","3","1","3N31",0
"T","P","P2","9","3","2","3P22","T","N","N3","9","3","1","3N31",0
"T","P","P4","9","3","1","3P41","T","N","N3","9","3","1","3N31",1
"T","P","P4","9","3","2","3P42","T","N","N3","9","3","1","3N31",1
"T","P","P5","9","3","1","3P51","T","N","N3","9","3","1","3N31",1
"T","P","P2","23","5","1","5P21","T","N","N3","9","3","1","3N31",1
"T","P","P2","23","5","2","5P22","T","N","N3","9","3","1","3N31",0
"T","P","P2","23","5","3","5P23","T","N","N3","9","3","1","3N31",1
"T","P","P4","23","5","1","5P41","T","N","N3","9","3","1","3N31",1
"T","P","P4","23","5","2","5P42","T","N","N3","9","3","1","3N31",1
"T","P","P4","23","5","3","5P43","T","N","N3","9","3","1","3N31",1
"T","P","P5","23","5","1","5P51","T","N","N3","9","3","1","3N31",0
"T","P","P5","23","5","2","5P52","T","N","N3","9","3","1","3N31",0
"T","P","P5","23","5","3","5P53","T","N","N3","9","3","1","3N31",1
"T","P","P2","72","12","1","12P21","T","N","N3","9","3","1","3N31",1
"T","P","P2","72","12","2","12P22","T","N","N3","9","3","1","3N31",0
"T","P","P2","72","12","3","12P23","T","N","N3","9","3","1","3N31",0
"T","P","P2","72","12","4","12P24","T","N","N3","9","3","1","3N31",0
"T","P","P2","72","12","5","12P25","T","N","N3","9","3","1","3N31",0
"T","P","P4","72","12","1","12P41","T","N","N3","9","3","1","3N31",0
"T","P","P4","72","12","2","12P42","T","N","N3","9","3","1","3N31",0
"T","P","P4","72","12","3","12P43","T","N","N3","9","3","1","3N31",0
"T","P","P4","72","12","4","12P44","T","N","N3","9","3","1","3N31",0
"T","P","P4","72","12","5","12P45","T","N","N3","9","3","1","3N31",0
"T","P","P5","72","12","1","12P51","T","N","N3","9","3","1","3N31",0
"T","P","P5","72","12","4","12P54","T","N","N3","9","3","1","3N31",0
"T","P","P5","72","12","5","12P55","T","N","N3","9","3","1","3N31",0
"T","P","P2","129","19","1","19P21","T","N","N3","9","3","1","3N31",1
"T","P","P2","129","19","3","19P23","T","N","N3","9","3","1","3N31",1
"T","P","P2","129","19","4","19P24","T","N","N3","9","3","1","3N31",1
"T","P","P4","129","19","1","19P41","T","N","N3","9","3","1","3N31",1
"T","P","P4","129","19","2","19P42","T","N","N3","9","3","1","3N31",1
"T","P","P4","129","19","3","19P43","T","N","N3","9","3","1","3N31",0
"T","P","P4","129","19","4","19P44","T","N","N3","9","3","1","3N31",0
"T","P","P5","129","19","1","19P51","T","N","N3","9","3","1","3N31",0
"T","P","P5","129","19","2","19P52","T","N","N3","9","3","1","3N31",0
"T","P","P5","129","19","3","19P53","T","N","N3","9","3","1","3N31",1
"T","P","P5","129","19","4","19P54","T","N","N3","9","3","1","3N31",0
"T","P","P2","166","21","1","21P21","T","N","N3","9","3","1","3N31",0
"T","P","P2","166","21","2","21P22","T","N","N3","9","3","1","3N31",0
"T","P","P2","166","21","3","21P23","T","N","N3","9","3","1","3N31",0
"T","P","P2","166","21","4","21P24","T","N","N3","9","3","1","3N31",0
"T","P","P4","166","21","1","21P41","T","N","N3","9","3","1","3N31",0
"T","P","P4","166","21","2","21P42","T","N","N3","9","3","1","3N31",0
